source_location_code,destination_location_code,travel_distance_in_km,travel_time_in_min
12147179,12854125,32.53,60
12147179,12542300,40.24,41
12147179,10208118,22.51,26
12147179,10208122,25.42,25
12147179,10208124,8.97,13
12147179,10208578,24.14,32
12147179,10208601,28.02,29
12147179,10208609,28.24,36
12147179,10208610,47.86,56
12147179,10208620,12.2,18
12147179,10208642,17.52,19
12147179,10208665,14.95,24
12147179,10208673,25.9,31
12147179,10208690,69.35,130
12147179,10208711,24.61,47
12147179,10208728,78.33,123
12147179,10208738,7.52,9
12147179,10208749,28.61,29
12147179,10208761,26.43,36
12147179,10208766,27.72,32
12147179,10208769,34.43,41
12147179,10311889,30.35,60
12147179,11539652,21.52,21
12147179,11601941,33.71,42
12147179,11784129,9.55,13
12147179,11837298,13.21,18
12147179,11839297,40.02,53
12147179,11990630,156.03,156
12147179,12352070,100.97,163
12147179,12420822,20.09,32
12147179,12627036,13.88,26
12147179,12680540,12.25,19
12147179,12793479,17.68,25
12147179,12854131,10.68,11
12147179,12996267,10.29,11
12147179,13016256,35.44,40
12147179,A123,22.48,30
10208724,12854113,14.06,17
10208724,12854149,10.68,11
10208724,12577977,4.14,6
10208724,10212334,105.65,115
10208724,12585577,100.03,187
10208724,10212204,30.34,35
10208724,12628669,55.11,55
10208724,13013290,26.67,32
10208724,12026582,9.35,11
10208724,12854197,21.35,42
10208724,10208582,15.93,19
10208724,11956776,21.57,30
10208724,10364446,6.6,10
10208724,10366955,21.75,34
10208724,12474916,28.4,56
10208724,10279711,38.19,53
10208724,10218045,9.91,18
10208724,12708761,22.78,44
10208724,12740556,24.02,29
10208724,11346601,18.08,28
10208724,12854173,16.3,22
10208724,12854172,31.31,31
10208724,10208607,5.59,11
10208724,12750741,20.06,21
10208724,10208589,24.58,35
10208724,12854198,22.99,31
10208724,12345850,29.54,38
10208724,10208702,30.86,34
10208724,10208717,30.34,52
10208724,10208605,79.34,119
10208724,12854117,3.64,3
10208724,13045617,20.58,20
10208724,12854192,8.84,11
10208724,12854098,8.84,10
10208724,12854108,6.96,8
10208724,12724371,14.98,16
10208724,10208768,10.74,15
10208724,13005196,5.0,5
10208724,12779571,27.71,29
10208724,12742843,9.78,14
10208724,10364896,21.61,24
10208724,10208681,60.07,80
10208724,10212202,56.35,73
10208724,12715142,86.25,172
10208724,12475665,55.2,106
10208724,10212373,154.59,220
10208724,12475666,133.78,145
10208724,12044475,15.57,20
10208724,12656560,25.08,34
10208724,10212258,31.24,43
10208724,12219936,48.29,51
10208724,12194109,33.67,34
10208724,10208675,13.98,17
10208724,12475523,9.65,13
10208724,10208670,9.84,12
10208724,10366979,11.18,22
10208724,12475628,9.94,12
10208724,12475623,8.32,14
10208724,10208698,13.57,14
10208724,10208575,19.49,38
10208724,12475360,23.88,42
10208724,10208659,15.05,18
10208724,10208596,17.42,24
10208724,10208595,17.54,26
10208724,10208686,22.59,27
10208724,10208776,4.36,4
10208724,12475516,4.06,4
10208724,12721000,5.25,10
10208724,10208593,12.52,15
10208724,10210421,11.05,14
10208724,12854133,24.95,30
10208724,12546176,9.8,11
10208724,12690815,4.88,5
10208724,12854140,79.43,95
10208724,10310757,77.89,80
10208724,11539696,20.59,20
10208724,10208639,18.81,20
10208724,10208731,21.55,21
10208724,12854166,28.89,40
10208724,10208764,22.2,30
10208724,10310590,24.62,24
10208724,12854147,21.66,28
10208724,12854121,20.97,37
10208724,12502170,19.62,20
10208724,12021664,24.05,27
10208724,12995436,23.28,46
10208724,10208661,21.82,26
10208724,10208602,12.91,14
10208724,12725145,10.72,18
10208724,12854195,15.61,15
10208724,10219625,12.47,18
10208724,12983715,22.96,27
10208724,12171479,31.98,51
10208724,10208746,11.49,22
10208724,12838671,80.42,117
10208724,10208762,62.06,64
10208724,12738762,57.61,86
10208724,10214844,39.35,42
10208724,12860572,12.51,15
10208724,12854164,19.52,20
10208724,10208747,18.3,21
10208724,11950159,5.23,5
10208724,11957296,22.21,26
10208724,10208712,6.09,11
10208724,10208117,8.33,15
10208724,10208119,13.24,20
10208724,10364922,19.04,33
10208724,10208696,19.26,27
10208724,10208629,28.67,44
10208724,10208707,26.73,51
10208724,10208701,20.52,39
10208724,10208760,10.93,11
10208724,10208641,12.64,12
10208724,10208694,15.1,21
10208724,10208499,142.68,164
10208724,13067405,46.15,49
10208724,13067657,50.15,52
10208724,12171444,2.02,3
10208724,12489344,35.26,55
10208724,10208651,14.97,24
10208724,13015040,20.6,32
10208724,12420540,14.09,14
10208724,12854153,23.38,29
10208724,10208614,24.81,26
10208724,10208730,29.62,52
10208724,10208719,14.26,16
10208724,11646201,10.76,11
10208724,12854139,28.86,28
10208724,12510558,29.24,51
10208724,12231175,22.68,26
10208724,12814117,27.28,28
10208724,12666962,31.26,58
10208724,10208705,25.39,38
10208724,10396151,43.57,79
10208724,12814084,36.72,40
10208724,10208687,53.77,59
10208724,10393503,18.19,27
10208724,12854148,50.16,71
10208724,10214832,159.66,252
10208724,10208647,14.07,24
10208724,10208734,16.82,28
10208724,12854184,9.23,9
10208724,12854138,2.19,2
10208724,10208697,3.7,5
10208724,10208703,12.36,12
10208724,12548942,10.79,15
10208724,13028069,10.55,12
10208724,12679735,17.68,23
10208724,12016186,9.11,11
10208724,12854126,16.37,17
10208724,12854154,10.06,11
10208724,10208759,12.2,15
10208724,11770353,20.52,20
10208724,12769185,29.91,35
10208724,12854137,30.32,34
10208724,12862432,19.56,25
10208724,10208120,19.58,22
10208724,10208772,12.79,13
10208724,10364885,11.2,11
10208724,10364928,10.72,12
10208724,10208751,20.41,24
10208724,10208645,25.67,30
10208724,10364904,22.2,36
10208724,10208129,13.82,23
10208724,12487426,10.54,13
10208724,12628674,22.76,23
10208724,12341445,28.27,29
10208724,13067128,19.98,22
10208724,12983542,4.85,6
10208724,10208654,13.6,13
10208724,12542118,28.63,30
10208724,10364926,35.6,61
10208724,10208752,34.83,47
10208724,10364920,33.39,35
10208724,10208656,32.9,63
10208724,10208771,28.02,38
10208724,12854159,30.77,55
10208724,10208597,18.29,28
10208724,10364908,1.35,1
10208724,12769170,4.32,4
10208724,12770183,2.94,4
10208724,13068448,4.96,9
10208724,12854171,25.42,25
10208724,10208577,24.11,35
10208724,10208580,26.36,40
10208724,12854127,19.9,20
10208724,10208619,25.65,30
10208724,12769191,18.24,18
10208724,10208777,6.78,8
10208724,12788882,22.97,25
10208724,10212247,28.32,33
10208724,10208725,125.75,167
10208724,10214831,128.61,128
10208724,11952476,12.16,16
10208724,10213766,11.36,12
10208724,12854130,13.02,20
10208724,10208713,4.32,4
10208724,12341441,42.15,53
10208724,12757112,37.31,43
10208724,12339991,8.72,9
10208724,13032687,26.65,30
10208724,12628650,14.72,18
10208724,12475521,10.72,19
10208724,10953982,43.31,86
10208724,10208692,26.87,43
10208724,12475631,34.61,56
10208724,10208123,36.33,48
10208724,10208688,21.48,22
10208724,10208505,154.31,243
10208724,12588807,28.99,41
10208724,10208672,31.29,38
10208724,10208636,26.88,41
10208724,12854181,26.72,28
10208724,12854196,28.69,34
10208724,10208755,17.95,18
10208724,12420819,13.64,16
10208724,12880157,11.84,13
10208724,10222647,34.51,42
10208724,10366958,9.73,10
10208724,10208644,33.5,41
10208724,10367569,27.56,47
10208724,10208622,27.25,34
10208724,10208652,28.14,41
10208724,12406372,14.97,21
10208724,13065930,12.68,14
10208724,10208735,13.65,19
10208724,12434146,11.66,16
10208724,12506169,35.34,64
10208724,10208501,135.7,180
10208724,10208500,121.27,169
10208724,10208706,28.7,57
10208724,12147179,8.73,9
10208724,10208724,0.0,0
10208724,12655984,3.39,5
10208724,12174646,15.1,25
10208724,12532788,28.65,31
10208724,12341443,9.38,17
10208724,12628704,25.19,31
10208724,10208590,25.9,47
10208724,12740486,11.18,13
10208724,12854125,30.01,32
10208724,12542300,37.03,65
10208724,10208118,13.06,13
10208724,10208122,19.96,21
10208724,10208124,2.9,3
10208724,10208578,25.14,45
10208724,10208601,30.23,35
10208724,10208609,24.98,27
10208724,10208610,56.22,96
10208724,10208620,5.42,8
10208724,10208642,12.67,20
10208724,10208665,6.79,8
10208724,10208673,28.13,29
10208724,10208690,73.92,79
10208724,10208711,17.39,26
10208724,10208728,83.23,84
10208724,10208738,2.3,2
10208724,10208749,22.51,42
10208724,10208761,17.4,27
10208724,10208766,23.48,23
10208724,10208769,35.61,49
10208724,10311889,24.43,39
10208724,11539652,12.13,13
10208724,11601941,43.78,69
10208724,11784129,11.77,13
10208724,11837298,23.53,40
10208724,11839297,39.08,44
10208724,11990630,159.02,280
10208724,12352070,123.78,212
10208724,12420822,11.73,15
10208724,12627036,13.37,21
10208724,12680540,6.15,12
10208724,12793479,23.7,23
10208724,12854131,3.6,5
10208724,12996267,2.44,2
10208724,13016256,33.34,64
10208724,A123,21.31,23
12655984,12854113,12.55,14
12655984,12854149,14.19,16
12655984,12577977,3.16,4
12655984,10212334,114.69,122
12655984,12585577,92.91,146
12655984,10212204,23.37,41
12655984,12628669,56.57,66
12655984,13013290,28.78,36
12655984,12026582,10.82,14
12655984,12854197,24.68,30
12655984,10208582,22.39,43
12655984,11956776,30.47,34
12655984,10364446,8.27,16
12655984,10366955,29.76,35
12655984,12474916,29.1,39
12655984,10279711,37.3,47
12655984,10218045,7.68,12
12655984,12708761,22.07,26
12655984,12740556,22.57,28
12655984,11346601,15.27,20
12655984,12854173,18.8,23
12655984,12854172,30.64,36
12655984,10208607,7.8,9
12655984,12750741,28.13,32
12655984,10208589,25.55,42
12655984,12854198,25.03,25
12655984,12345850,25.55,31
12655984,10208702,29.68,59
12655984,10208717,28.27,54
12655984,10208605,58.42,109
12655984,12854117,8.39,15
12655984,13045617,24.08,48
12655984,12854192,11.94,15
12655984,12854098,9.24,11
12655984,12854108,9.4,12
12655984,12724371,18.91,25
12655984,10208768,13.05,15
12655984,13005196,7.41,8
12655984,12779571,18.68,23
12655984,12742843,7.88,13
12655984,10364896,22.12,42
12655984,10208681,45.61,57
12655984,10212202,48.6,55
12655984,12715142,90.33,110
12655984,12475665,67.65,79
12655984,10212373,119.71,128
12655984,12475666,149.1,263
12655984,12044475,12.83,20
12655984,12656560,21.53,35
12655984,10212258,28.21,33
12655984,12219936,54.33,58
12655984,12194109,33.93,33
12655984,10208675,9.67,16
12655984,12475523,5.5,8
12655984,10208670,12.58,13
12655984,10366979,10.23,11
12655984,12475628,13.16,13
12655984,12475623,12.01,22
12655984,10208698,17.66,29
12655984,10208575,24.6,28
12655984,12475360,22.53,23
12655984,10208659,16.14,31
12655984,10208596,21.1,25
12655984,10208595,18.81,26
12655984,10208686,24.22,46
12655984,10208776,4.49,7
12655984,12475516,6.58,8
12655984,12721000,8.67,16
12655984,10208593,14.21,26
12655984,10210421,15.1,21
12655984,12854133,26.24,27
12655984,12546176,13.38,24
12655984,12690815,6.78,9
12655984,12854140,73.36,78
12655984,10310757,68.72,84
12655984,11539696,21.65,22
12655984,10208639,27.21,54
12655984,10208731,30.75,48
12655984,12854166,28.33,42
12655984,10208764,24.29,24
12655984,10310590,31.75,48
12655984,12854147,26.11,27
12655984,12854121,28.08,46
12655984,12502170,26.29,45
12655984,12021664,29.58,31
12655984,12995436,25.24,40
12655984,10208661,28.47,31
12655984,10208602,16.53,19
12655984,12725145,16.35,22
12655984,12854195,22.79,25
12655984,10219625,12.28,21
12655984,12983715,28.74,39
12655984,12171479,29.66,57
12655984,10208746,12.61,15
12655984,12838671,81.12,110
12655984,10208762,62.38,62
12655984,12738762,75.65,103
12655984,10214844,46.42,49
12655984,12860572,20.05,31
12655984,12854164,19.61,30
12655984,10208747,19.88,32
12655984,11950159,10.07,14
12655984,11957296,28.51,53
12655984,10208712,11.17,17
12655984,10208117,7.98,9
12655984,10208119,17.51,32
12655984,10364922,21.67,41
12655984,10208696,23.65,31
12655984,10208629,28.14,35
12655984,10208707,27.93,52
12655984,10208701,24.86,49
12655984,10208760,15.55,20
12655984,10208641,17.84,30
12655984,10208694,11.54,15
12655984,10208499,142.85,199
12655984,13067405,48.86,55
12655984,13067657,45.41,47
12655984,12171444,1.97,2
12655984,12489344,36.06,54
12655984,10208651,17.08,26
12655984,13015040,23.42,39
12655984,12420540,15.95,22
12655984,12854153,29.54,36
12655984,10208614,29.75,59
12655984,10208730,29.02,54
12655984,10208719,17.19,23
12655984,11646201,14.21,23
12655984,12854139,29.79,31
12655984,12510558,32.82,34
12655984,12231175,28.76,57
12655984,12814117,20.98,30
12655984,12666962,32.9,33
12655984,10208705,25.38,33
12655984,10396151,44.53,62
12655984,12814084,36.14,45
12655984,10208687,53.64,65
12655984,10393503,12.78,21
12655984,12854148,42.7,69
12655984,10214832,143.95,169
12655984,10208647,14.49,16
12655984,10208734,14.17,16
12655984,12854184,8.42,10
12655984,12854138,1.16,1
12655984,10208697,7.32,10
12655984,10208703,17.32,23
12655984,12548942,13.11,22
12655984,13028069,13.05,15
12655984,12679735,21.78,26
12655984,12016186,10.92,21
12655984,12854126,20.04,22
12655984,12854154,13.94,22
12655984,10208759,12.54,12
12655984,11770353,19.09,19
12655984,12769185,28.83,38
12655984,12854137,36.61,37
12655984,12862432,26.73,27
12655984,10208120,26.37,38
12655984,10208772,15.21,15
12655984,10364885,14.07,22
12655984,10364928,14.15,16
12655984,10208751,17.86,29
12655984,10208645,27.85,34
12655984,10364904,27.25,34
12655984,10208129,14.79,27
12655984,12487426,12.93,18
12655984,12628674,22.28,29
12655984,12341445,33.2,55
12655984,13067128,24.4,28
12655984,12983542,5.39,6
12655984,10208654,17.67,28
12655984,12542118,36.47,42
12655984,10364926,30.8,57
12655984,10208752,32.61,41
12655984,10364920,36.11,42
12655984,10208656,29.61,32
12655984,10208771,29.67,32
12655984,12854159,29.85,47
12655984,10208597,22.16,22
12655984,10364908,4.93,8
12655984,12769170,7.92,11
12655984,12770183,6.13,9
12655984,13068448,9.46,12
12655984,12854171,32.4,60
12655984,10208577,30.0,51
12655984,10208580,25.28,36
12655984,12854127,28.94,34
12655984,10208619,30.56,52
12655984,12769191,18.71,26
12655984,10208777,10.3,13
12655984,12788882,26.66,27
12655984,10212247,24.57,24
12655984,10208725,110.25,178
12655984,10214831,159.6,208
12655984,11952476,15.14,21
12655984,10213766,15.03,19
12655984,12854130,13.81,23
12655984,10208713,6.8,9
12655984,12341441,44.27,63
12655984,12757112,46.25,57
12655984,12339991,5.3,5
12655984,13032687,31.1,39
12655984,12628650,21.21,30
12655984,12475521,16.17,27
12655984,10953982,44.7,53
12655984,10208692,29.12,37
12655984,12475631,37.27,49
12655984,10208123,41.74,83
12655984,10208688,23.3,31
12655984,10208505,127.66,182
12655984,12588807,39.22,53
12655984,10208672,29.55,59
12655984,10208636,28.65,34
12655984,12854181,37.73,58
12655984,12854196,37.9,37
12655984,10208755,24.65,29
12655984,12420819,17.38,23
12655984,12880157,8.68,12
12655984,10222647,35.65,41
12655984,10366958,6.92,10
12655984,10208644,28.11,41
12655984,10367569,34.97,36
12655984,10208622,31.09,41
12655984,10208652,31.84,41
12655984,12406372,17.81,24
12655984,13065930,18.23,26
12655984,10208735,13.81,23
12655984,12434146,12.53,18
12655984,12506169,32.56,57
12655984,10208501,158.52,169
12655984,10208500,141.43,173
12655984,10208706,34.55,64
12655984,12147179,9.43,12
12655984,10208724,3.59,3
12655984,12655984,0.0,0
12655984,12174646,10.5,20
12655984,12532788,22.07,22
12655984,12341443,13.85,25
12655984,12628704,32.52,57
12655984,10208590,24.19,30
12655984,12740486,9.2,13
12655984,12854125,34.62,39
12655984,12542300,40.27,77
12655984,10208118,18.88,23
12655984,10208122,18.23,29
12655984,10208124,5.98,7
12655984,10208578,27.84,37
12655984,10208601,36.02,46
12655984,10208609,30.38,30
12655984,10208610,62.15,93
12655984,10208620,7.0,7
12655984,10208642,16.79,22
12655984,10208665,6.11,6
12655984,10208673,28.81,37
12655984,10208690,79.56,93
12655984,10208711,20.02,27
12655984,10208728,65.69,69
12655984,10208738,6.18,10
12655984,10208749,24.77,42
12655984,10208761,25.26,36
12655984,10208766,29.43,51
12655984,10208769,31.8,38
12655984,10311889,27.35,44
12655984,11539652,18.17,24
12655984,11601941,44.11,56
12655984,11784129,9.14,16
12655984,11837298,18.36,18
12655984,11839297,42.15,81
12655984,11990630,128.8,135
12655984,12352070,119.36,159
12655984,12420822,13.79,27
12655984,12627036,14.56,20
12655984,12680540,6.1,7
12655984,12793479,18.87,34
12655984,12854131,7.6,9
12655984,12996267,3.47,3
12655984,13016256,28.28,30
12655984,A123,19.76,26
12174646,12854113,17.81,21
12174646,12854149,23.07,25
12174646,12577977,11.91,13
12174646,10212334,120.14,138
12174646,12585577,86.07,143
12174646,10212204,31.84,31
12174646,12628669,74.44,82
12174646,13013290,40.09,77
12174646,12026582,22.91,31
12174646,12854197,45.72,58
12174646,10208582,31.5,45
12174646,11956776,40.87,61
12174646,10364446,22.65,25
12174646,10366955,33.88,36
12174646,12474916,42.81,45
12174646,10279711,57.53,101
12174646,10218045,12.29,13
12174646,12708761,11.81,22
12174646,12740556,14.95,28
12174646,11346601,15.09,18
12174646,12854173,27.51,50
12174646,12854172,43.78,57
12174646,10208607,21.97,27
12174646,12750741,41.55,54
12174646,10208589,37.86,52
12174646,12854198,35.27,57
12174646,12345850,37.94,51
12174646,10208702,50.73,64
12174646,10208717,42.34,57
12174646,10208605,75.94,84
12174646,12854117,19.88,36
12174646,13045617,32.54,61
12174646,12854192,18.89,26
12174646,12854098,17.56,25
12174646,12854108,19.04,20
12174646,12724371,28.51,50
12174646,10208768,27.66,46
12174646,13005196,20.18,26
12174646,12779571,13.16,23
12174646,12742843,9.77,14
12174646,10364896,15.01,21
12174646,10208681,60.18,83
12174646,10212202,60.91,71
12174646,12715142,78.69,96
12174646,12475665,57.26,90
12174646,10212373,148.92,154
12174646,12475666,150.1,300
12174646,12044475,13.01,13
12174646,12656560,31.56,42
12174646,10212258,39.94,61
12174646,12219936,57.37,107
12174646,12194109,50.15,50
12174646,10208675,8.35,10
12174646,12475523,7.37,11
12174646,10208670,20.7,21
12174646,10366979,14.12,18
12174646,12475628,21.11,25
12174646,12475623,20.63,24
12174646,10208698,23.98,42
12174646,10208575,34.01,51
12174646,12475360,39.7,50
12174646,10208659,25.4,29
12174646,10208596,31.2,50
12174646,10208595,29.54,50
12174646,10208686,39.18,71
12174646,10208776,15.66,30
12174646,12475516,20.26,20
12174646,12721000,19.99,32
12174646,10208593,25.24,32
12174646,10210421,28.17,34
12174646,12854133,42.74,45
12174646,12546176,25.06,42
12174646,12690815,16.92,26
12174646,12854140,87.38,91
12174646,10310757,87.63,131
12174646,11539696,27.43,33
12174646,10208639,34.16,51
12174646,10208731,36.57,43
12174646,12854166,38.91,59
12174646,10208764,45.42,50
12174646,10310590,41.28,46
12174646,12854147,36.71,48
12174646,12854121,44.81,51
12174646,12502170,37.14,71
12174646,12021664,46.2,46
12174646,12995436,32.87,36
12174646,10208661,41.35,44
12174646,10208602,24.96,26
12174646,12725145,22.94,22
12174646,12854195,29.17,50
12174646,10219625,24.27,26
12174646,12983715,40.09,65
12174646,12171479,42.01,56
12174646,10208746,19.0,19
12174646,12838671,84.67,108
12174646,10208762,72.8,76
12174646,12738762,60.71,61
12174646,10214844,54.62,86
12174646,12860572,27.25,54
12174646,12854164,37.85,37
12174646,10208747,28.74,36
12174646,11950159,20.7,36
12174646,11957296,37.34,43
12174646,10208712,19.81,32
12174646,10208117,17.53,33
12174646,10208119,29.12,58
12174646,10364922,33.34,62
12174646,10208696,33.68,59
12174646,10208629,40.69,51
12174646,10208707,44.84,52
12174646,10208701,32.13,64
12174646,10208760,30.68,32
12174646,10208641,31.74,52
12174646,10208694,10.46,11
12174646,10208499,163.63,163
12174646,13067405,56.09,108
12174646,13067657,49.58,69
12174646,12171444,14.75,15
12174646,12489344,37.19,43
12174646,10208651,28.91,37
12174646,13015040,43.74,62
12174646,12420540,24.05,27
12174646,12854153,31.08,31
12174646,10208614,34.83,40
12174646,10208730,39.84,66
12174646,10208719,23.83,37
12174646,11646201,21.57,31
12174646,12854139,36.43,44
12174646,12510558,24.97,33
12174646,12231175,24.24,36
12174646,12814117,22.37,22
12174646,12666962,31.36,31
12174646,10208705,23.5,24
12174646,10396151,38.84,55
12174646,12814084,41.7,55
12174646,10208687,64.08,87
12174646,10393503,11.3,13
12174646,12854148,52.64,56
12174646,10214832,131.63,161
12174646,10208647,11.68,21
12174646,10208734,12.74,21
12174646,12854184,10.51,11
12174646,12854138,11.24,18
12174646,10208697,18.3,34
12174646,10208703,28.59,37
12174646,12548942,30.29,41
12174646,13028069,23.7,25
12174646,12679735,23.3,45
12174646,12016186,22.7,35
12174646,12854126,29.91,51
12174646,12854154,21.69,28
12174646,10208759,22.69,26
12174646,11770353,18.05,27
12174646,12769185,35.75,65
12174646,12854137,49.09,62
12174646,12862432,35.97,36
12174646,10208120,39.89,61
12174646,10208772,25.93,26
12174646,10364885,28.77,35
12174646,10364928,23.0,44
12174646,10208751,27.69,33
12174646,10208645,35.35,37
12174646,10364904,34.95,56
12174646,10208129,16.2,17
12174646,12487426,24.04,45
12174646,12628674,26.92,41
12174646,12341445,40.09,49
12174646,13067128,40.14,66
12174646,12983542,13.23,19
12174646,10208654,24.12,40
12174646,12542118,46.78,51
12174646,10364926,52.5,53
12174646,10208752,46.44,92
12174646,10364920,48.09,77
12174646,10208656,40.49,46
12174646,10208771,37.2,40
12174646,12854159,46.12,65
12174646,10208597,38.63,68
12174646,10364908,15.42,17
12174646,12769170,20.91,22
12174646,12770183,18.28,23
12174646,13068448,22.16,42
12174646,12854171,42.8,64
12174646,10208577,44.48,52
12174646,10208580,42.68,56
12174646,12854127,33.1,47
12174646,10208619,48.52,59
12174646,12769191,36.49,60
12174646,10208777,18.37,21
12174646,12788882,45.13,48
12174646,10212247,36.02,39
12174646,10208725,119.17,162
12174646,10214831,144.69,201
12174646,11952476,27.71,46
12174646,10213766,26.4,36
12174646,12854130,25.98,41
12174646,10208713,18.39,32
12174646,12341441,56.87,89
12174646,12757112,53.16,81
12174646,12339991,7.56,11
12174646,13032687,35.59,56
12174646,12628650,33.56,41
12174646,12475521,28.83,45
12174646,10953982,63.45,111
12174646,10208692,42.34,54
12174646,12475631,45.48,53
12174646,10208123,48.55,51
12174646,10208688,25.68,45
12174646,10208505,141.31,166
12174646,12588807,49.68,85
12174646,10208672,38.19,42
12174646,10208636,37.68,41
12174646,12854181,35.93,61
12174646,12854196,49.49,57
12174646,10208755,32.96,36
12174646,12420819,32.77,45
12174646,12880157,4.92,6
12174646,10222647,48.84,68
12174646,10366958,9.9,12
12174646,10208644,46.87,58
12174646,10367569,51.56,59
12174646,10208622,48.96,77
12174646,10208652,48.58,91
12174646,12406372,27.63,30
12174646,13065930,26.39,42
12174646,10208735,27.86,39
12174646,12434146,28.43,34
12174646,12506169,18.99,37
12174646,10208501,165.11,202
12174646,10208500,146.92,231
12174646,10208706,49.86,83
12174646,12147179,18.94,34
12174646,10208724,13.07,26
12174646,12655984,12.43,14
12174646,12174646,0.0,0
12174646,12532788,9.43,17
12174646,12341443,22.75,30
12174646,12628704,37.5,56
12174646,10208590,33.85,44
12174646,12740486,7.35,9
12174646,12854125,42.91,50
12174646,12542300,47.02,54
12174646,10208118,27.11,32
12174646,10208122,28.96,36
12174646,10208124,17.97,31
12174646,10208578,35.33,36
12174646,10208601,40.2,42
12174646,10208609,34.96,45
12174646,10208610,80.15,111
12174646,10208620,18.57,22
12174646,10208642,28.38,39
12174646,10208665,13.17,13
12174646,10208673,34.09,37
12174646,10208690,99.7,157
12174646,10208711,37.02,38
12174646,10208728,82.11,114
12174646,10208738,17.16,17
12174646,10208749,33.21,47
12174646,10208761,35.87,47
12174646,10208766,46.58,57
12174646,10208769,47.64,86
12174646,10311889,32.03,35
12174646,11539652,24.48,34
12174646,11601941,62.6,87
12174646,11784129,13.86,17
12174646,11837298,18.8,29
12174646,11839297,52.18,86
12174646,11990630,136.87,144
12174646,12352070,134.49,141
12174646,12420822,18.19,20
12174646,12627036,22.87,33
12174646,12680540,12.3,20
12174646,12793479,12.44,12
12174646,12854131,19.91,24
12174646,12996267,14.1,22
12174646,13016256,44.68,68
12174646,A123,15.28,22
12532788,12854113,19.16,23
12532788,12854149,35.26,35
12532788,12577977,22.36,24
12532788,10212334,130.2,132
12532788,12585577,102.37,120
12532788,10212204,26.51,37
12532788,12628669,73.93,83
12532788,13013290,47.68,79
12532788,12026582,36.6,47
12532788,12854197,54.0,64
12532788,10208582,43.82,49
12532788,11956776,55.84,90
12532788,10364446,32.43,32
12532788,10366955,52.33,68
12532788,12474916,57.77,65
12532788,10279711,56.67,103
12532788,10218045,20.53,41
12532788,12708761,10.55,15
12532788,12740556,12.52,15
12532788,11346601,19.38,38
12532788,12854173,32.98,37
12532788,12854172,44.26,55
12532788,10208607,27.44,38
12532788,12750741,53.39,66
12532788,10208589,55.09,66
12532788,12854198,53.01,77
12532788,12345850,48.77,68
12532788,10208702,56.31,102
12532788,10208717,59.54,115
12532788,10208605,70.07,107
12532788,12854117,28.24,36
12532788,13045617,50.92,74
12532788,12854192,35.94,38
12532788,12854098,29.61,39
12532788,12854108,28.88,50
12532788,12724371,38.37,40
12532788,10208768,41.39,73
12532788,13005196,30.0,30
12532788,12779571,10.6,14
12532788,12742843,25.09,26
12532788,10364896,20.65,25
12532788,10208681,57.24,98
12532788,10212202,58.84,86
12532788,12715142,86.2,107
12532788,12475665,68.15,127
12532788,10212373,133.43,258
12532788,12475666,169.73,185
12532788,12044475,16.9,26
12532788,12656560,41.92,51
12532788,10212258,36.91,48
12532788,12219936,60.58,80
12532788,12194109,53.19,96
12532788,10208675,13.25,17
12532788,12475523,15.79,30
12532788,10208670,34.92,43
12532788,10366979,24.69,49
12532788,12475628,34.65,44
12532788,12475623,25.98,31
12532788,10208698,31.74,57
12532788,10208575,46.17,58
12532788,12475360,45.74,48
12532788,10208659,43.43,60
12532788,10208596,45.47,68
12532788,10208595,39.8,54
12532788,10208686,52.48,76
12532788,10208776,27.42,44
12532788,12475516,28.31,33
12532788,12721000,27.92,44
12532788,10208593,38.98,49
12532788,10210421,35.45,40
12532788,12854133,52.59,53
12532788,12546176,28.92,31
12532788,12690815,30.21,42
12532788,12854140,112.78,120
12532788,10310757,91.92,91
12532788,11539696,40.21,40
12532788,10208639,50.18,51
12532788,10208731,45.04,77
12532788,12854166,53.46,59
12532788,10208764,54.43,96
12532788,10310590,53.27,77
12532788,12854147,51.61,79
12532788,12854121,51.97,97
12532788,12502170,53.54,66
12532788,12021664,47.58,83
12532788,12995436,52.9,67
12532788,10208661,44.17,63
12532788,10208602,42.69,45
12532788,12725145,35.59,38
12532788,12854195,47.96,82
12532788,10219625,35.83,43
12532788,12983715,54.78,73
12532788,12171479,53.74,55
12532788,10208746,31.01,31
12532788,12838671,101.15,102
12532788,10208762,79.96,111
12532788,12738762,77.02,81
12532788,10214844,57.37,80
12532788,12860572,37.72,75
12532788,12854164,46.19,49
12532788,10208747,36.24,53
12532788,11950159,26.43,41
12532788,11957296,54.3,72
12532788,10208712,30.26,46
12532788,10208117,25.9,51
12532788,10208119,43.27,59
12532788,10364922,43.49,45
12532788,10208696,48.85,53
12532788,10208629,53.09,106
12532788,10208707,47.53,79
12532788,10208701,43.38,48
12532788,10208760,32.82,41
12532788,10208641,44.74,78
12532788,10208694,15.21,30
12532788,10208499,162.9,217
12532788,13067405,60.21,88
12532788,13067657,70.36,111
12532788,12171444,22.21,22
12532788,12489344,48.12,67
12532788,10208651,44.91,72
12532788,13015040,55.6,61
12532788,12420540,43.79,77
12532788,12854153,51.37,88
12532788,10208614,52.06,69
12532788,10208730,45.04,84
12532788,10208719,35.45,51
12532788,11646201,28.12,30
12532788,12854139,45.77,48
12532788,12510558,26.31,32
12532788,12231175,30.71,43
